Date,unrate,unrate_men,unrate_women,unrate_16_to_17,unrate_18_to_19,unrate_20_to_24,unrate_25_to_34,unrate_35_to_44,unrate_45_to_54,unrate_55_over
01-05-2016,4.8,4.8,4.8,18.3,14.4,8.3,5.1,3.6,3.5,3.4
01-06-2016,4.9,4.9,4.8,16.9,15.3,8.4,5.2,3.8,3.5,3.5
01-07-2016,4.8,5,4.5,14.2,15.9,8.8,5,3.4,3.4,3.6
01-08-2016,4.9,5,4.8,16.9,14.9,8.1,5.1,4,3.6,3.5
01-09-2016,5,5.1,4.8,17.5,15.4,8.2,5.2,4.2,3.6,3.6
01-10-2016,4.9,5,4.7,20.3,13.4,8.6,5.1,3.9,3.5,3.7
01-11-2016,4.7,4.9,4.6,17.4,14.4,8.3,4.9,3.6,3.5,3.6
01-12-2016,4.7,4.8,4.6,17.4,13.3,8.2,4.7,4,3.3,3.6
01-01-2017,4.7,4.7,4.7,15.8,14,8.2,4.9,4,3.3,3.5
01-02-2017,4.6,4.6,4.6,17.4,13,8,4.7,4.1,3.1,3.4
01-03-2017,4.4,4.5,4.3,16.9,11.3,7.2,4.4,3.9,3.1,3.3
01-04-2017,4.4,4.4,4.5,17.4,12.7,7.3,4.3,3.6,3.4,3.2
01-05-2017,4.4,4.3,4.4,13.3,14.6,6.6,4.9,3.4,3.3,3.1
01-06-2017,4.3,4.3,4.3,13.6,13.2,7.3,4.3,3.2,3.5,3.1
01-07-2017,4.3,4.4,4.2,15.4,11.3,7.3,4.5,3.4,3.2,3.1
01-08-2017,4.4,4.5,4.3,15,13.3,6.9,4.8,3.3,3.6,3.1
01-09-2017,4.3,4.3,4.2,13.3,12.7,7.6,4.4,3.1,3.1,3.3
01-10-2017,4.2,4.3,4,15.7,13.1,7.4,4.6,3.1,2.8,3.2
01-11-2017,4.2,4.3,4.1,19,14.6,7.4,4.5,3.1,2.8,3.1
01-12-2017,4.1,4.2,4.1,14.9,13.1,7.3,4.5,3.1,2.8,3.4
01-01-2018,4,4.1,4,14.8,13.1,7.4,4.2,3.1,2.9,2.9
01-02-2018,4.1,4,4.1,15.7,13.5,6.9,4.2,3.2,2.8,3.2
01-03-2018,4,4,4,15.3,12.1,6.4,4,3.2,2.9,3.2
01-04-2018,4,4.1,3.9,14.6,12,6.7,4.3,3,2.8,3
01-05-2018,3.8,4,3.6,14.7,12,6.9,3.9,2.9,2.8,2.8
01-06-2018,4,4.1,3.9,13.7,11.7,7.4,3.9,3,3.1,3
01-07-2018,3.8,3.8,3.9,13,12.9,6.9,3.5,2.9,2.9,3
01-08-2018,3.8,3.8,3.8,13.4,12.5,6.5,4.1,2.8,2.6,3
01-09-2018,3.7,3.8,3.6,13,12,6.9,3.6,2.9,2.7,2.9
01-10-2018,3.8,3.9,3.7,10.8,13,7,3.8,3,2.7,2.9
01-11-2018,3.8,3.7,3.8,13.5,12,6.7,3.9,2.9,2.6,2.9
01-12-2018,3.9,4,3.8,13.8,12.1,7.4,4.1,2.9,2.9,3
01-01-2019,4,4,3.9,14.8,11.9,7.8,3.9,2.9,2.9,3.1
01-02-2019,3.8,3.8,3.7,16.8,12,7.3,4,2.6,2.8,2.6
01-03-2019,3.8,3.9,3.7,13.1,12.3,6.9,3.8,2.9,2.9,2.7
01-04-2019,3.6,3.8,3.5,14.7,12.1,6.4,3.8,2.7,2.5,2.6
01-05-2019,3.7,3.7,3.6,14.1,12.2,6.9,3.5,2.6,2.6,2.8
01-06-2019,3.6,3.6,3.6,14.1,11.5,6,3.5,2.7,2.8,2.9
01-07-2019,3.7,3.7,3.7,15.3,11.1,6.7,3.6,2.7,2.7,2.7
01-08-2019,3.7,3.7,3.6,12.6,12.6,6.8,3.6,2.7,2.8,2.6
01-09-2019,3.5,3.6,3.4,12,12.2,6.3,3.5,2.5,2.8,2.5
01-10-2019,3.6,3.7,3.5,14.2,11.3,6.4,3.9,2.7,2.6,2.7
01-11-2019,3.6,3.6,3.6,12.6,11.9,6.5,3.7,2.8,2.5,2.6
01-12-2019,3.6,3.5,3.6,13.7,12.2,6.7,3.7,2.9,2.6,2.5
01-01-2020,3.5,3.5,3.5,11.5,12.5,7,3.7,2.8,2.4,2.5
01-02-2020,3.5,3.5,3.4,9.9,11.8,6.5,3.7,2.8,2.5,2.5
01-03-2020,4.4,4.4,4.4,16.8,12.8,8.3,4.1,3.5,3.2,3.4
01-04-2020,14.7,13.5,16.2,29.7,34.3,25.5,14.5,11.5,12.3,13.6
01-05-2020,13.2,12.1,14.5,31,29.9,23,13.4,10.1,10.7,11.8
01-06-2020,11,10.5,11.6,23.2,22,19.6,11.7,9,8.4,9.6
01-07-2020,10.2,9.7,10.7,17.8,19.6,18,11.3,8,7.8,8.8
01-08-2020,8.4,8.2,8.6,14.5,18,14,9.5,6.5,6.2,7.6
01-09-2020,7.9,7.7,8.1,16.9,15.7,12.5,8.6,6.2,6.4,6.8
01-10-2020,6.9,7,6.7,13.8,13.9,11,7.4,5.9,5.9,5.5
01-11-2020,6.7,6.9,6.4,14.6,13.3,10.7,7.1,5.6,5.4,5.8
01-12-2020,6.7,6.7,6.7,13.8,17,11.3,6.7,5.5,5.3,6
01-01-2021,6.3,6.4,6.3,15.3,14.2,9.9,6.7,5.5,4.9,5.2
01-02-2021,6.2,6.4,6.1,14.4,13.4,9.7,6.4,5.6,4.9,5.3
01-03-2021,6.1,6.2,5.9,12.3,13.2,10.1,6.7,5.1,4.5,4.6
01-04-2021,6.1,6.2,5.8,10.9,12.6,10.4,6.4,5,4.9,5
01-05-2021,5.8,6,5.5,9,10,10.2,5.8,5,4.7,4.8
01-06-2021,5.9,6.1,5.7,11.3,10.3,9.1,6.5,5.3,4.7,4.9
01-07-2021,5.4,5.6,5.2,11.3,9.7,9.1,6.1,4.6,3.8,4.4
01-08-2021,5.2,5.3,5,11.5,11.3,9.2,5.6,4.3,4,3.9
01-09-2021,4.8,5,4.5,10.4,11.7,7.8,5.3,3.9,3.9,3.6
01-10-2021,4.5,4.5,4.6,10,12.6,7.3,4.7,3.8,3.7,3.5
01-11-2021,4.2,4.1,4.2,10.3,11.6,7.4,4.2,3.8,3,3.2
01-12-2021,3.9,3.9,3.9,10.8,11.4,7.1,4.2,3.3,2.8,2.9
01-01-2022,4,4.1,3.9,11.2,10.6,7.3,4.3,3.5,2.6,3.1
01-02-2022,3.8,3.8,3.9,10.1,10.1,7.5,4.1,3.3,2.5,2.9
01-03-2022,3.6,3.7,3.6,8.9,10.9,7.4,3.9,2.8,2.2,2.6
01-04-2022,3.6,3.8,3.5,8.9,11.8,6.9,4,2.9,2.2,2.8
01-05-2022,3.6,3.6,3.7,10.3,10.4,6.7,3.9,2.9,2.3,2.7
01-06-2022,3.6,3.6,3.6,11.2,10.2,6.8,3.5,3.2,2.4,2.7
01-07-2022,3.5,3.5,3.4,10.2,12.1,6.4,3.6,2.7,2.4,2.5
01-08-2022,3.7,3.8,3.5,9.7,10.9,7,3.8,2.9,2.6,2.7
01-09-2022,3.5,3.6,3.4,12.2,11,7,3.6,3,2.1,2.4
01-10-2022,3.7,3.7,3.7,9.8,11.9,6.9,4,2.9,2.8,2.4
01-11-2022,3.6,3.7,3.6,11.5,11.3,6.8,4.1,2.6,2.7,2.5
01-12-2022,3.5,3.4,3.6,8.4,12.2,7.3,3.8,2.4,2.3,2.7
01-01-2023,3.4,3.6,3.3,10.9,10,7.1,3.9,2.6,2.3,2.3
01-02-2023,3.6,3.6,3.5,9,12.1,6.9,3.9,2.6,2.6,2.5
01-03-2023,3.5,3.6,3.4,9.1,10.3,6.5,3.8,2.5,2.4,2.6
